,city_name,city_lst_avg,city_lst_perc_90,feature_key,feature_value,feature_category,latitude,longitude,geometry,country_iso,city_id,sector_name,gcom_sector_name,exposure_lst_mean,lst_value_dev_city_mean,lst_pecent_dev_city_mean,lst_dev_city_mean_exposure_class,lst_value_dev_city_perc_90,lst_pecent_dev_city_perc_90,lst_dev_city_perc90_exposure_class,featureCategory,featureType,id,cityName,integrationDate,objectType,projectName,country_iso3
0,Vitacura,32.50379025664531,35.86424733837457,amenity,pharmacy,Healthcare,-33.376238,-70.5250533,POINT (-70.5250533 -33.376238),,CHL-Vitacura,Healthcare, Public Health,32.561061659985796,0.06,100.18,Exposed,-3.3,90.79,Not Exposed,amenity,pharmacy,240434655.0,Vitacura,2021-09-23,amenity,dataportal,CHL
1,Vitacura,32.50379025664531,35.86424733837457,amenity,parking,Transportation,-33.3938961,-70.6000366,POINT (-70.6000366 -33.3938961),,CHL-Vitacura,Transportation,Transport,32.4727118529766,-0.03,99.9,Not Exposed,-3.39,90.54,Not Exposed,amenity,parking,253242064.0,Vitacura,2021-09-23,amenity,dataportal,CHL
2,Vitacura,32.50379025664531,35.86424733837457,amenity,parking,Transportation,-33.4029103,-70.5805565,POINT (-70.5805565 -33.4029103),,CHL-Vitacura,Transportation,Transport,31.500648026858414,-1.0,96.91,Not Exposed,-4.36,87.83,Not Exposed,amenity,parking,253272975.0,Vitacura,2021-09-23,amenity,dataportal,CHL
3,Vitacura,32.50379025664531,35.86424733837457,amenity,parking,Transportation,-33.3928496,-70.5758615,POINT (-70.5758615 -33.3928496),,CHL-Vitacura,Transportation,Transport,33.31302170086673,0.81,102.49,Exposed,-2.55,92.89,Not Exposed,amenity,parking,253276941.0,Vitacura,2021-09-23,amenity,dataportal,CHL
4,Vitacura,32.50379025664531,35.86424733837457,amenity,parking,Transportation,-33.4033863,-70.5794627,POINT (-70.57946269999999 -33.4033863),,CHL-Vitacura,Transportation,Transport,31.36003975258467,-1.14,96.48,Not Exposed,-4.5,87.44,Not Exposed,amenity,parking,253433629.0,Vitacura,2021-09-23,amenity,dataportal,CHL
5,Vitacura,32.50379025664531,35.86424733837457,amenity,parking,Transportation,-33.381072,-70.5618794,POINT (-70.5618794 -33.381072),,CHL-Vitacura,Transportation,Transport,33.240892096715356,0.74,102.27,Exposed,-2.62,92.69,Not Exposed,amenity,parking,253437525.0,Vitacura,2021-09-23,amenity,dataportal,CHL
6,Vitacura,32.50379025664531,35.86424733837457,amenity,fuel,Transportation,-33.3853769,-70.5581686,POINT (-70.5581686 -33.3853769),,CHL-Vitacura,Transportation,Transport,33.33721058214218,0.83,102.56,Exposed,-2.53,92.95,Not Exposed,amenity,fuel,253437943.0,Vitacura,2021-09-23,amenity,dataportal,CHL
7,Vitacura,32.50379025664531,35.86424733837457,amenity,fuel,Transportation,-33.3739911,-70.5197841,POINT (-70.5197841 -33.3739911),,CHL-Vitacura,Transportation,Transport,34.39365019447223,1.89,105.81,Exposed,-1.47,95.9,Not Exposed,amenity,fuel,254252174.0,Vitacura,2021-09-23,amenity,dataportal,CHL
8,Vitacura,32.50379025664531,35.86424733837457,amenity,parking,Transportation,-33.3709378,-70.5183539,POINT (-70.51835389999999 -33.3709378),,CHL-Vitacura,Transportation,Transport,35.777471182029046,3.27,110.07,Exposed,-0.09,99.76,Not Exposed,amenity,parking,254252357.0,Vitacura,2021-09-23,amenity,dataportal,CHL
9,Vitacura,32.50379025664531,35.86424733837457,amenity,fuel,Transportation,-33.3885692,-70.5394063,POINT (-70.5394063 -33.3885692),,CHL-Vitacura,Transportation,Transport,32.74253615129493,0.24,100.73,Exposed,-3.12,91.3,Not Exposed,amenity,fuel,264430131.0,Vitacura,2021-09-23,amenity,dataportal,CHL
10,Vitacura,32.50379025664531,35.86424733837457,amenity,parking,Transportation,-33.4079388,-70.5534102,POINT (-70.5534102 -33.4079388),,CHL-Vitacura,Transportation,Transport,34.339383268748634,1.84,105.65,Exposed,-1.52,95.75,Not Exposed,amenity,parking,265052401.0,Vitacura,2021-09-23,amenity,dataportal,CHL
11,Vitacura,32.50379025664531,35.86424733837457,amenity,parking,Transportation,-33.3764646,-70.5252017,POINT (-70.5252017 -33.3764646),,CHL-Vitacura,Transportation,Transport,32.17507742441052,-0.33,98.99,Not Exposed,-3.69,89.71,Not Exposed,amenity,parking,276085771.0,Vitacura,2021-09-23,amenity,dataportal,CHL
12,Vitacura,32.50379025664531,35.86424733837457,amenity,parking,Transportation,-33.374835,-70.5221167,POINT (-70.5221167 -33.374835),,CHL-Vitacura,Transportation,Transport,34.66059559683703,2.16,106.64,Exposed,-1.2,96.64,Not Exposed,amenity,parking,276086076.0,Vitacura,2021-09-23,amenity,dataportal,CHL
