,city_name,city_lst_avg,city_lst_perc_90,feature_key,feature_value,feature_category,latitude,longitude,geometry,country_iso,city_id,sector_name,gcom_sector_name,exposure_lst_mean,lst_value_dev_city_mean,lst_pecent_dev_city_mean,lst_dev_city_mean_exposure_class,lst_value_dev_city_perc_90,lst_pecent_dev_city_perc_90,lst_dev_city_perc90_exposure_class,featureCategory,featureType,id,cityName,integrationDate,objectType,projectName,country_iso3
10,Hobart,32.12629247051426,36.64240622823729,amenity,telephone,Facilities,-42.8811414,147.3251868,POINT (147.3251868 -42.8811414),,AUS-Hobart,Facilities,"ICT (Information and 
Communications technology)",32.46633274836381,0.34,101.06,Exposed,-4.18,88.6,Not Exposed,amenity,telephone,324915906.0,Hobart,2021-10-06,amenity,dataportal,AUS
11,Hobart,32.12629247051426,36.64240622823729,,,,-42.8809054,147.3253333,POINT (147.3253333 -42.8809054),,AUS-Hobart,Other,Other,32.46633274836381,0.34,101.06,Exposed,-4.18,88.6,Not Exposed,amenity,pub,324916901.0,Hobart,2021-10-06,amenity,dataportal,AUS
12,Hobart,32.12629247051426,36.64240622823729,,,,-42.8839943,147.328225,POINT (147.328225 -42.8839943),,AUS-Hobart,Other,Other,30.816522445809312,-1.31,95.92,Not Exposed,-5.83,84.1,Not Exposed,amenity,pub,331439888.0,Hobart,2021-10-06,amenity,dataportal,AUS
13,Hobart,32.12629247051426,36.64240622823729,,,,-42.8894928,147.333872,POINT (147.333872 -42.8894928),,AUS-Hobart,Other,Other,35.390194046023225,3.26,110.16,Exposed,-1.25,96.58,Not Exposed,amenity,pub,331440024.0,Hobart,2021-10-06,amenity,dataportal,AUS
14,Hobart,32.12629247051426,36.64240622823729,amenity,parking,Transportation,-42.8896509,147.3340514,POINT (147.3340514 -42.8896509),,AUS-Hobart,Transportation,Transport,35.61944463346657,3.49,110.87,Exposed,-1.02,97.21,Not Exposed,amenity,parking,331440038.0,Hobart,2021-10-06,amenity,dataportal,AUS
15,Hobart,32.12629247051426,36.64240622823729,,,,-42.8848872,147.3309891,POINT (147.3309891 -42.8848872),,AUS-Hobart,Other,Other,31.904856231926942,-0.22,99.31,Not Exposed,-4.74,87.07,Not Exposed,amenity,pub,331440593.0,Hobart,2021-10-06,amenity,dataportal,AUS
16,Hobart,32.12629247051426,36.64240622823729,,,,-42.8840787,147.3337277,POINT (147.3337277 -42.8840787),,AUS-Hobart,Other,Other,23.363544155591626,-8.76,72.72,Not Exposed,-13.28,63.76,Not Exposed,amenity,pub,331441340.0,Hobart,2021-10-06,amenity,dataportal,AUS
17,Hobart,32.12629247051426,36.64240622823729,,,,-42.8841068,147.3239257,POINT (147.3239257 -42.8841068),,AUS-Hobart,Other,Other,35.252787913545546,3.13,109.73,Exposed,-1.39,96.21,Not Exposed,amenity,pub,331441980.0,Hobart,2021-10-06,amenity,dataportal,AUS
18,Hobart,32.12629247051426,36.64240622823729,,,,-42.8817853,147.3311212,POINT (147.3311212 -42.8817853),,AUS-Hobart,Other,Other,34.186095400556894,2.06,106.41,Exposed,-2.46,93.3,Not Exposed,amenity,pub,331442060.0,Hobart,2021-10-06,amenity,dataportal,AUS
19,Hobart,32.12629247051426,36.64240622823729,amenity,bar,Sustenance,-42.8871699,147.3324352,POINT (147.3324352 -42.8871699),,AUS-Hobart,Sustenance,Commercial,33.83410165358771,1.71,105.32,Exposed,-2.81,92.34,Not Exposed,amenity,bar,332022643.0,Hobart,2021-10-06,amenity,dataportal,AUS
20,Hobart,32.12629247051426,36.64240622823729,amenity,toilets,Facilities,-42.8871556,147.3337314,POINT (147.3337314 -42.8871556),,AUS-Hobart,Facilities,Water supply and sanitation,33.21008713665054,1.08,103.37,Exposed,-3.43,90.63,Not Exposed,amenity,toilets,332022731.0,Hobart,2021-10-06,amenity,dataportal,AUS
21,Hobart,32.12629247051426,36.64240622823729,amenity,post_office,Public_Service,-42.8896827,147.3332852,POINT (147.3332852 -42.8896827),,AUS-Hobart,Public_Service,Law & Order,35.35394093281167,3.23,110.05,Exposed,-1.29,96.48,Not Exposed,amenity,post_office,393765001.0,Hobart,2021-10-06,amenity,dataportal,AUS
22,Hobart,32.12629247051426,36.64240622823729,amenity,toilets,Facilities,-42.8871743,147.3291825,POINT (147.3291825 -42.8871743),,AUS-Hobart,Facilities,Water supply and sanitation,31.08049944390541,-1.05,96.74,Not Exposed,-5.56,84.82,Not Exposed,amenity,toilets,402169679.0,Hobart,2021-10-06,amenity,dataportal,AUS
23,Hobart,32.12629247051426,36.64240622823729,,,,-42.8770621,147.326294,POINT (147.326294 -42.8770621),,AUS-Hobart,Other,Other,35.221089156233006,3.09,109.63,Exposed,-1.42,96.12,Not Exposed,amenity,pub,412733273.0,Hobart,2021-10-06,amenity,dataportal,AUS
24,Hobart,32.12629247051426,36.64240622823729,amenity,cafe,Sustenance,-42.8901202,147.3331578,POINT (147.3331578 -42.8901202),,AUS-Hobart,Sustenance,Commercial,34.718426841802454,2.59,108.07,Exposed,-1.92,94.75,Not Exposed,amenity,cafe,457896925.0,Hobart,2021-10-06,amenity,dataportal,AUS
25,Hobart,32.12629247051426,36.64240622823729,amenity,theatre,Entertainment_Art_Culture,-42.8814049,147.3250955,POINT (147.3250955 -42.8814049),,AUS-Hobart,Entertainment_Art_Culture,Society/community & culture,32.95894993999451,0.83,102.59,Exposed,-3.68,89.95,Not Exposed,amenity,theatre,564375064.0,Hobart,2021-10-06,amenity,dataportal,AUS
26,Hobart,32.12629247051426,36.64240622823729,,,,-42.887064,147.324874,POINT (147.324874 -42.887064),,AUS-Hobart,Other,Other,30.807280554813246,-1.32,95.89,Not Exposed,-5.84,84.08,Not Exposed,amenity,pub,677072216.0,Hobart,2021-10-06,amenity,dataportal,AUS
27,Hobart,32.12629247051426,36.64240622823729,amenity,taxi,Transportation,-42.8862748,147.3323862,POINT (147.3323862 -42.8862748),,AUS-Hobart,Transportation,Transport,31.07641784946628,-1.05,96.73,Not Exposed,-5.57,84.81,Not Exposed,amenity,taxi,698278013.0,Hobart,2021-10-06,amenity,dataportal,AUS
28,Hobart,32.12629247051426,36.64240622823729,amenity,pharmacy,Healthcare,-42.8872587,147.3317383,POINT (147.3317383 -42.8872587),,AUS-Hobart,Healthcare,Public Health,34.35843509395147,2.23,106.95,Exposed,-2.28,93.77,Not Exposed,amenity,pharmacy,797244167.0,Hobart,2021-10-06,amenity,dataportal,AUS
29,Hobart,32.12629247051426,36.64240622823729,amenity,fast_food,Sustenance,-42.8871005,147.3315337,POINT (147.3315337 -42.8871005),,AUS-Hobart,Sustenance,Commercial,34.87651576556874,2.75,108.56,Exposed,-1.77,95.18,Not Exposed,amenity,fast_food,797244185.0,Hobart,2021-10-06,amenity,dataportal,AUS
30,Hobart,32.12629247051426,36.64240622823729,amenity,cafe,Sustenance,-42.8847981,147.3310624,POINT (147.3310624 -42.8847981),,AUS-Hobart,Sustenance,Commercial,31.904856231926942,-0.22,99.31,Not Exposed,-4.74,87.07,Not Exposed,amenity,cafe,797244193.0,Hobart,2021-10-06,amenity,dataportal,AUS
31,Hobart,32.12629247051426,36.64240622823729,amenity,cafe,Sustenance,-42.8847707,147.3303167,POINT (147.3303167 -42.8847707),,AUS-Hobart,Sustenance,Commercial,32.05664534008855,-0.07,99.78,Not Exposed,-4.59,87.49,Not Exposed,amenity,cafe,797244211.0,Hobart,2021-10-06,amenity,dataportal,AUS
32,Hobart,32.12629247051426,36.64240622823729,,,,-42.8846584,147.3306023,POINT (147.3306023 -42.8846584),,AUS-Hobart,Other,Other,31.71942189270021,-0.41,98.73,Not Exposed,-4.92,86.56,Not Exposed,amenity,pub,797244220.0,Hobart,2021-10-06,amenity,dataportal,AUS
33,Hobart,32.12629247051426,36.64240622823729,amenity,cafe,Sustenance,-42.8867711,147.3314346,POINT (147.3314346 -42.8867711),,AUS-Hobart,Sustenance,Commercial,32.56986840118509,0.44,101.38,Exposed,-4.07,88.89,Not Exposed,amenity,cafe,797244301.0,Hobart,2021-10-06,amenity,dataportal,AUS
34,Hobart,32.12629247051426,36.64240622823729,amenity,cafe,Sustenance,-42.8868116,147.3316115,POINT (147.3316115 -42.8868116),,AUS-Hobart,Sustenance,Commercial,32.56986840118509,0.44,101.38,Exposed,-4.07,88.89,Not Exposed,amenity,cafe,797244315.0,Hobart,2021-10-06,amenity,dataportal,AUS
35,Hobart,32.12629247051426,36.64240622823729,amenity,cafe,Sustenance,-42.8869875,147.3315854,POINT (147.3315854 -42.8869875),,AUS-Hobart,Sustenance,Commercial,33.719225417873304,1.59,104.96,Exposed,-2.92,92.02,Not Exposed,amenity,cafe,797244321.0,Hobart,2021-10-06,amenity,dataportal,AUS
36,Hobart,32.12629247051426,36.64240622823729,amenity,cafe,Sustenance,-42.8867268,147.3312146,POINT (147.3312146 -42.8867268),,AUS-Hobart,Sustenance,Commercial,33.0298519224574,0.9,102.81,Exposed,-3.61,90.14,Not Exposed,amenity,cafe,797244327.0,Hobart,2021-10-06,amenity,dataportal,AUS
37,Hobart,32.12629247051426,36.64240622823729,amenity,cafe,Sustenance,-42.8875651,147.3333247,POINT (147.3333247 -42.8875651),,AUS-Hobart,Sustenance,Commercial,33.92642377860966,1.8,105.6,Exposed,-2.72,92.59,Not Exposed,amenity,cafe,797244429.0,Hobart,2021-10-06,amenity,dataportal,AUS
38,Hobart,32.12629247051426,36.64240622823729,amenity,cafe,Sustenance,-42.8896749,147.3334327,POINT (147.3334327 -42.8896749),,AUS-Hobart,Sustenance,Commercial,35.35394093281167,3.23,110.05,Exposed,-1.29,96.48,Not Exposed,amenity,cafe,797244500.0,Hobart,2021-10-06,amenity,dataportal,AUS
39,Hobart,32.12629247051426,36.64240622823729,amenity,fire_station,Public_Service,-42.8785634,147.3264276,POINT (147.3264276 -42.8785634),,AUS-Hobart,Public_Service,Emergency Services,33.68603265327721,1.56,104.86,Exposed,-2.96,91.93,Not Exposed,amenity,fire_station,875375414.0,Hobart,2021-10-06,amenity,dataportal,AUS
40,Hobart,32.12629247051426,36.64240622823729,amenity,toilets,Facilities,-42.8804792,147.3300909,POINT (147.3300909 -42.8804792),,AUS-Hobart,Facilities,Water supply and sanitation,31.20272248067073,-0.92,97.13,Not Exposed,-5.44,85.15,Not Exposed,amenity,toilets,943165806.0,Hobart,2021-10-06,amenity,dataportal,AUS
41,Hobart,32.12629247051426,36.64240622823729,amenity,bank,Financial,-42.8829335,147.3269467,POINT (147.3269467 -42.8829335),,AUS-Hobart,Financial,Society/community & culture,,,,,,,,amenity,bank,943419698.0,Hobart,2021-10-06,amenity,dataportal,AUS
42,Hobart,32.12629247051426,36.64240622823729,amenity,cafe,Sustenance,-42.881308,147.3278109,POINT (147.3278109 -42.881308),,AUS-Hobart,Sustenance,Commercial,23.417363247007756,-8.71,72.89,Not Exposed,-13.23,63.91,Not Exposed,amenity,cafe,943638413.0,Hobart,2021-10-06,amenity,dataportal,AUS
43,Hobart,32.12629247051426,36.64240622823729,amenity,toilets,Facilities,-42.8871611,147.3320747,POINT (147.3320747 -42.8871611),,AUS-Hobart,Facilities,Water supply and sanitation,34.552701698995406,2.43,107.55,Exposed,-2.09,94.3,Not Exposed,amenity,toilets,956669283.0,Hobart,2021-10-06,amenity,dataportal,AUS
44,Hobart,32.12629247051426,36.64240622823729,amenity,bus_station,Transportation,-42.8852027,147.3231599,POINT (147.3231599 -42.8852027),,AUS-Hobart,Transportation,Transport,34.75401943667953,2.63,108.18,Exposed,-1.89,94.85,Not Exposed,amenity,bus_station,1011731088.0,Hobart,2021-10-06,amenity,dataportal,AUS
45,Hobart,32.12629247051426,36.64240622823729,amenity,telephone,Facilities,-42.8898916,147.3334526,POINT (147.3334526 -42.8898916),,AUS-Hobart,Facilities,"ICT (Information and 
Communications technology)",35.21910219017502,3.09,109.63,Exposed,-1.42,96.12,Not Exposed,amenity,telephone,1155960047.0,Hobart,2021-10-06,amenity,dataportal,AUS
46,Hobart,32.12629247051426,36.64240622823729,amenity,cafe,Sustenance,-42.8819605,147.3247062,POINT (147.3247062 -42.8819605),,AUS-Hobart,Sustenance,Commercial,35.56065667917022,3.43,110.69,Exposed,-1.08,97.05,Not Exposed,amenity,cafe,1295635486.0,Hobart,2021-10-06,amenity,dataportal,AUS
47,Hobart,32.12629247051426,36.64240622823729,amenity,school,Education,-42.8815468,147.3288061,POINT (147.3288061 -42.8815468),,AUS-Hobart,Education,Education,32.52503116266968,0.4,101.24,Exposed,-4.12,88.76,Not Exposed,amenity,school,1295670153.0,Hobart,2021-10-06,amenity,dataportal,AUS
48,Hobart,32.12629247051426,36.64240622823729,amenity,toilets,Facilities,-42.8881468,147.3373579,POINT (147.3373579 -42.8881468),,AUS-Hobart,Facilities,Water supply and sanitation,30.731659331109483,-1.39,95.66,Not Exposed,-5.91,83.87,Not Exposed,amenity,toilets,1295700637.0,Hobart,2021-10-06,amenity,dataportal,AUS
49,Hobart,32.12629247051426,36.64240622823729,amenity,atm,Financial,-42.879625,147.3344716,POINT (147.3344716 -42.879625),,AUS-Hobart,Financial,Society/community & culture,32.28528203162756,0.16,100.49,Exposed,-4.36,88.11,Not Exposed,amenity,atm,1295725695.0,Hobart,2021-10-06,amenity,dataportal,AUS
50,Hobart,32.12629247051426,36.64240622823729,amenity,restaurant,Sustenance,-42.8866302,147.3309812,POINT (147.3309812 -42.8866302),,AUS-Hobart,Sustenance,Commercial,33.25800802102407,1.13,103.52,Exposed,-3.38,90.76,Not Exposed,amenity,restaurant,1295742525.0,Hobart,2021-10-06,amenity,dataportal,AUS
51,Hobart,32.12629247051426,36.64240622823729,amenity,atm,Financial,-42.8867106,147.3313836,POINT (147.3313836 -42.8867106),,AUS-Hobart,Financial,Society/community & culture,32.56986840118509,0.44,101.38,Exposed,-4.07,88.89,Not Exposed,amenity,atm,1295744321.0,Hobart,2021-10-06,amenity,dataportal,AUS
52,Hobart,32.12629247051426,36.64240622823729,amenity,fast_food,Sustenance,-42.8821828,147.3269118,POINT (147.3269118 -42.8821828),,AUS-Hobart,Sustenance,Commercial,,,,,,,,amenity,fast_food,1329122708.0,Hobart,2021-10-06,amenity,dataportal,AUS
53,Hobart,32.12629247051426,36.64240622823729,amenity,bank,Financial,-42.8831225,147.3271806,POINT (147.3271806 -42.8831225),,AUS-Hobart,Financial,Society/community & culture,,,,,,,,amenity,bank,1329123294.0,Hobart,2021-10-06,amenity,dataportal,AUS
54,Hobart,32.12629247051426,36.64240622823729,amenity,parking,Transportation,-42.8837477,147.3226439,POINT (147.3226439 -42.8837477),,AUS-Hobart,Transportation,Transport,36.63946581684769,4.51,114.05,Exposed,-0.0,99.99,,amenity,parking,1354294751.0,Hobart,2021-10-06,amenity,dataportal,AUS
55,Hobart,32.12629247051426,36.64240622823729,amenity,parking,Transportation,-42.8839364,147.3231482,POINT (147.3231482 -42.8839364),,AUS-Hobart,Transportation,Transport,38.04106879211662,5.91,118.41,Exposed,1.4,103.82,Exposed,amenity,parking,1354294754.0,Hobart,2021-10-06,amenity,dataportal,AUS
56,Hobart,32.12629247051426,36.64240622823729,amenity,place_of_worship,Others,-42.8841958,147.3235022,POINT (147.3235022 -42.8841958),,AUS-Hobart,Others,Society/community & culture,35.883040795546776,3.76,111.69,Exposed,-0.76,97.93,Not Exposed,amenity,place_of_worship,1354294760.0,Hobart,2021-10-06,amenity,dataportal,AUS
57,Hobart,32.12629247051426,36.64240622823729,amenity,restaurant,Sustenance,-42.8875482,147.3328615,POINT (147.3328615 -42.8875482),,AUS-Hobart,Sustenance,Commercial,34.300618090353396,2.17,106.77,Exposed,-2.34,93.61,Not Exposed,amenity,restaurant,1793902124.0,Hobart,2021-10-06,amenity,dataportal,AUS
58,Hobart,32.12629247051426,36.64240622823729,amenity,place_of_worship,Others,-42.8811059,147.3191501,POINT (147.3191501 -42.8811059),,AUS-Hobart,Others,Society/community & culture,36.537275174320484,4.41,113.73,Exposed,-0.11,99.71,Not Exposed,amenity,place_of_worship,1824934401.0,Hobart,2021-10-06,amenity,dataportal,AUS
59,Hobart,32.12629247051426,36.64240622823729,amenity,place_of_worship,Others,-42.8853212,147.3263628,POINT (147.3263628 -42.8853212),,AUS-Hobart,Others,Society/community & culture,31.016695328503147,-1.11,96.55,Not Exposed,-5.63,84.65,Not Exposed,amenity,place_of_worship,1824937010.0,Hobart,2021-10-06,amenity,dataportal,AUS
60,Hobart,32.12629247051426,36.64240622823729,amenity,bank,Financial,-42.8809687,147.3270458,POINT (147.3270458 -42.8809687),,AUS-Hobart,Financial,Society/community & culture,31.53679720548803,-0.59,98.17,Not Exposed,-5.11,86.07,Not Exposed,amenity,bank,1845275833.0,Hobart,2021-10-06,amenity,dataportal,AUS
61,Hobart,32.12629247051426,36.64240622823729,amenity,bank,Financial,-42.8812417,147.3275265,POINT (147.3275265 -42.8812417),,AUS-Hobart,Financial,Society/community & culture,23.761504635104757,-8.36,73.96,Not Exposed,-12.88,64.85,Not Exposed,amenity,bank,1845276461.0,Hobart,2021-10-06,amenity,dataportal,AUS
62,Hobart,32.12629247051426,36.64240622823729,amenity,bus_station,Transportation,-42.8830698,147.3302345,POINT (147.3302345 -42.8830698),,AUS-Hobart,Transportation,Transport,31.540081956186555,-0.59,98.18,Not Exposed,-5.1,86.08,Not Exposed,amenity,bus_station,1974929648.0,Hobart,2021-10-06,amenity,dataportal,AUS
63,Hobart,32.12629247051426,36.64240622823729,amenity,restaurant,Sustenance,-42.887341,147.324477,POINT (147.324477 -42.887341),,AUS-Hobart,Sustenance,Commercial,30.127213932211532,-2.0,93.78,Not Exposed,-6.52,82.22,Not Exposed,amenity,restaurant,2084092284.0,Hobart,2021-10-06,amenity,dataportal,AUS
64,Hobart,32.12629247051426,36.64240622823729,amenity,post_box,Public_Service,-42.888297,147.32284,POINT (147.32284 -42.888297),,AUS-Hobart,Public_Service,Law & Order,33.06187355989891,0.94,102.91,Exposed,-3.58,90.23,Not Exposed,amenity,post_box,2084093824.0,Hobart,2021-10-06,amenity,dataportal,AUS
65,Hobart,32.12629247051426,36.64240622823729,amenity,telephone,Facilities,-42.890626,147.321913,POINT (147.321913 -42.890626),,AUS-Hobart,Facilities,"ICT (Information and 
Communications technology)",34.78616331275509,2.66,108.28,Exposed,-1.86,94.93,Not Exposed,amenity,telephone,2084096447.0,Hobart,2021-10-06,amenity,dataportal,AUS
66,Hobart,32.12629247051426,36.64240622823729,amenity,fuel,Transportation,-42.8912832,147.3212733,POINT (147.3212733 -42.8912832),,AUS-Hobart,Transportation,Transport,35.18165019462873,3.06,109.51,Exposed,-1.46,96.01,Not Exposed,amenity,fuel,2084098734.0,Hobart,2021-10-06,amenity,dataportal,AUS
67,Hobart,32.12629247051426,36.64240622823729,amenity,fast_food,Sustenance,-42.8914109,147.3212302,POINT (147.3212302 -42.8914109),,AUS-Hobart,Sustenance,Commercial,35.129849289215315,3.0,109.35,Exposed,-1.51,95.87,Not Exposed,amenity,fast_food,2084263507.0,Hobart,2021-10-06,amenity,dataportal,AUS
68,Hobart,32.12629247051426,36.64240622823729,amenity,bar,Sustenance,-42.873542,147.329771,POINT (147.329771 -42.873542),,AUS-Hobart,Sustenance,Commercial,36.330120907161756,4.2,113.09,Exposed,-0.31,99.15,Not Exposed,amenity,bar,2136878081.0,Hobart,2021-10-06,amenity,dataportal,AUS
69,Hobart,32.12629247051426,36.64240622823729,amenity,cafe,Sustenance,-42.8803477,147.3284018,POINT (147.3284018 -42.8803477),,AUS-Hobart,Sustenance,Commercial,32.57035029367563,0.44,101.38,Exposed,-4.07,88.89,Not Exposed,amenity,cafe,2150328690.0,Hobart,2021-10-06,amenity,dataportal,AUS
70,Hobart,32.12629247051426,36.64240622823729,amenity,cafe,Sustenance,-42.8813729,147.3256846,POINT (147.3256846 -42.8813729),,AUS-Hobart,Sustenance,Commercial,32.507897684749196,0.38,101.19,Exposed,-4.13,88.72,Not Exposed,amenity,cafe,2150328691.0,Hobart,2021-10-06,amenity,dataportal,AUS
71,Hobart,32.12629247051426,36.64240622823729,amenity,telephone,Facilities,-42.881377,147.3273569,POINT (147.3273569 -42.881377),,AUS-Hobart,Facilities,"ICT (Information and 
Communications technology)",23.761504635104757,-8.36,73.96,Not Exposed,-12.88,64.85,Not Exposed,amenity,telephone,2152682063.0,Hobart,2021-10-06,amenity,dataportal,AUS
72,Hobart,32.12629247051426,36.64240622823729,amenity,waste_basket,,-42.8825405,147.3299613,POINT (147.3299613 -42.8825405),,AUS-Hobart,Waste_Management,Waste management,33.69788898580606,1.57,104.89,Exposed,-2.94,91.96,Not Exposed,amenity,waste_basket,2152682068.0,Hobart,2021-10-06,amenity,dataportal,AUS
73,Hobart,32.12629247051426,36.64240622823729,amenity,waste_basket,,-42.8826663,147.3298621,POINT (147.3298621 -42.8826663),,AUS-Hobart,Waste_Management,Waste management,33.69788898580606,1.57,104.89,Exposed,-2.94,91.96,Not Exposed,amenity,waste_basket,2152682093.0,Hobart,2021-10-06,amenity,dataportal,AUS
74,Hobart,32.12629247051426,36.64240622823729,amenity,waste_basket,,-42.8824857,147.3295355,POINT (147.3295355 -42.8824857),,AUS-Hobart,Waste_Management,Waste management,35.55186467968667,3.43,110.66,Exposed,-1.09,97.02,Not Exposed,amenity,waste_basket,2152682096.0,Hobart,2021-10-06,amenity,dataportal,AUS
75,Hobart,32.12629247051426,36.64240622823729,amenity,bar,Sustenance,-42.8847673,147.3307347,POINT (147.3307347 -42.8847673),,AUS-Hobart,Sustenance,Commercial,31.90511307256412,-0.22,99.31,Not Exposed,-4.74,87.07,Not Exposed,amenity,bar,2152682114.0,Hobart,2021-10-06,amenity,dataportal,AUS
76,Hobart,32.12629247051426,36.64240622823729,amenity,vending_machine,Others,-42.8826063,147.3297072,POINT (147.3297072 -42.8826063),,AUS-Hobart,Others,Other,35.581500303630776,3.46,110.76,Exposed,-1.06,97.1,Not Exposed,amenity,vending_machine,2152682119.0,Hobart,2021-10-06,amenity,dataportal,AUS
77,Hobart,32.12629247051426,36.64240622823729,amenity,townhall,Public_Service,-42.8825759,147.3309967,POINT (147.3309967 -42.8825759),,AUS-Hobart,Public_Service,Society/community & culture,34.121524341199006,2.0,106.21,Exposed,-2.52,93.12,Not Exposed,amenity,townhall,2152682164.0,Hobart,2021-10-06,amenity,dataportal,AUS
78,Hobart,32.12629247051426,36.64240622823729,amenity,cafe,Sustenance,-42.8826899,147.3296395,POINT (147.3296395 -42.8826899),,AUS-Hobart,Sustenance,Commercial,35.581500303630776,3.46,110.76,Exposed,-1.06,97.1,Not Exposed,amenity,cafe,2152682181.0,Hobart,2021-10-06,amenity,dataportal,AUS
79,Hobart,32.12629247051426,36.64240622823729,amenity,nightclub,Entertainment_Art_Culture,-42.8853628,147.3321265,POINT (147.3321265 -42.8853628),,AUS-Hobart,Entertainment_Art_Culture,Society/community & culture,30.1316015524842,-1.99,93.79,Not Exposed,-6.51,82.23,Not Exposed,amenity,nightclub,2152682193.0,Hobart,2021-10-06,amenity,dataportal,AUS
80,Hobart,32.12629247051426,36.64240622823729,amenity,waste_basket,,-42.8823735,147.3296234,POINT (147.3296234 -42.8823735),,AUS-Hobart,Waste_Management,Waste management,35.55186467968667,3.43,110.66,Exposed,-1.09,97.02,Not Exposed,amenity,waste_basket,2152682203.0,Hobart,2021-10-06,amenity,dataportal,AUS
81,Hobart,32.12629247051426,36.64240622823729,,ferry_terminal,,-42.8826235,147.3383036,POINT (147.3383036 -42.8826235),,AUS-Hobart,Transportation,Transport,24.273996266843938,-7.85,75.56,Not Exposed,-12.37,66.25,Not Exposed,amenity,ferry_terminal,2152682207.0,Hobart,2021-10-06,amenity,dataportal,AUS
82,Hobart,32.12629247051426,36.64240622823729,amenity,taxi,Transportation,-42.8822949,147.3285961,POINT (147.3285961 -42.8822949),,AUS-Hobart,Transportation,Transport,27.93479405141744,-4.19,86.95,Not Exposed,-8.71,76.24,Not Exposed,amenity,taxi,2152682211.0,Hobart,2021-10-06,amenity,dataportal,AUS
